marketGroupID,parentGroupID,marketGroupName,description,iconID,hasTypes
1780,1111,Scanning Rigs,Permanent modification of a ship's scanning facilities.,21058,0
1781,1111,Targeting Rigs,Permanent modification of a ship's targeting facilities.,21059,0
1782,1779,Small Resource Processing Rigs,Modifications that affect a small starship's resource processing.,21057,1
1783,1779,Medium Resource Processing Rigs,Modifications that affect a medium starship's resource processing.,21057,1
1784,1779,Large Resource Processing Rigs,Modifications that affect a large starship's resource processing.,21057,1
1785,1779,Capital Resource Processing Rigs,Modifications that affect a capital starship's resource processing.,21057,1
1786,1780,Small Scanning Rigs,Modifications that affect a small starship's scanning.,21058,1
1787,1780,Medium Scanning Rigs,Modifications that affect a medium starship's scanning.,21058,1
1788,1780,Large Scanning Rigs,Modifications that affect a large starship's scanning.,21058,1
1789,1780,Capital Scanning Rigs,Modifications that affect a capital starship's scanning.,21058,1
1790,1781,Small Targeting Rigs,Modifications that affect a small starship's targeting.,21059,1
1791,1781,Medium Targeting Rigs,Modifications that affect a medium starship's targeting.,21059,1
1792,1781,Large Targeting Rigs,Modifications that affect a large starship's targeting.,21059,1
1793,1781,Capital Targeting Rigs,Modifications that affect a capital starship's targeting.,21059,1
1794,943,Resource Processing Rigs,Permanent modification of a ship's resource processing.,2703,0
1795,943,Scanning Rigs,Permanent modification of a ship's scanning facilities.,2703,0
1796,943,Targeting Rigs,Permanent modification of a ship's targeting facilities.,2703,0
1797,1794,Capital Resource Processing Rigs,Blueprints of Capital Resource Processing Rigs.,2703,1
1798,1794,Large Resource Processing Rigs,Blueprints of Large Resource Processing Rigs.,2703,1
1799,1794,Medium Resource Processing Rigs,Blueprints of Medium Resource Processing Rigs.,2703,1
1800,1794,Small Resource Processing Rigs,Blueprints of Small Resource Processing Rigs.,2703,1
1801,1795,Small Scanning Rigs,Blueprints of Small Scanning Rigs.,2703,1
1802,1795,Medium Scanning Rigs,Blueprints of Medium Scanning Rigs.,2703,1
1803,1795,Large Scanning Rigs,Blueprints of Large Scanning Rigs.,2703,1
1804,1795,Capital Scanning Rigs,Blueprints of Capital Scanning Rigs.,2703,1
1805,1796,Small Targeting Rigs,Blueprints of Small Targeting Rigs.,2703,1
1806,1796,Medium Targeting Rigs,Blueprints of Medium Targeting Rigs.,2703,1
1807,1796,Large Targeting Rigs,Blueprints of Large Targeting Rigs.,2703,1
1808,1796,Capital Targeting Rigs,Blueprints of Capital Targeting Rigs.,2703,1
1809,1710,Analyzers,Blueprints of analyzers.,2703,1
1810,1660,Alliance Tournament Cards,Alliance Tournament Cards,21065,0
1811,1660,New Eden Open Cards,New Eden Open Cards,20974,0
1812,1810,Alliance Tournament All Star Teams,Alliance Tournament All Star Teams,21065,1
1813,1811,NEO YC 114 Team Cards,NEO YC 114 Team Cards,20974,1
1814,1659,Special Edition Implants,Special Edition Implants,21047,1
1815,4,Corvettes,Small entry-level and expendable ships,1443,0
1816,1815,Amarr,Amarr rookie ship designs.,20959,1
1817,1815,Caldari,Caldari rookie ship designs.,20966,1
1818,1815,Gallente,Gallente rookie ship designs.,20967,1
1819,1815,Minmatar,Minmatar rookie ship designs.,20968,1
1822,1407,Tattoos,Tattoos for characters,21048,1
1823,150,Planet Management,Skills required for the control and remote operation of planetary colonies,33,1
1824,150,Subsystems,Skills pertaining to the use and control of ship subsystems,33,1
1827,140,Rapid Heavy Missile Launchers,None,21074,1
1828,406,Mobile Depots,Blueprints for Mobile Depots,2703,1
1829,406,Mobile Cynosural Inhibitors,Blueprints for Mobile Cynosural Inhibitors,2703,1
1830,406,Mobile Tractor Units,Blueprints of Mobile Tractor Units,2703,1
1831,404,Mobile Depots,None,16,1
1832,404,Mobile Cynosural Inhibitors,None,16,1
1833,404,Mobile Tractor Units,None,16,1
1834,406,Mobile Siphon Units,Blueprints of Mobile Siphon Units.,2703,1
1835,404,Mobile Siphon Units,Steals resources from Player Owned Structures.,16,1
1836,1407,Augmentations,a market group for various prosthetics,21078,1
1837,1612,Special Edition Recon Ships,None,1443,1
1838,1612,Special Edition Covert Ops,None,1443,1
1840,19,Covert Research Tools,These covert operation items are in demand by various factions,2039,1
1841,1338,Starbase Structures,Blueprints of deployable structures.,2703,0
1842,406,Mobile Micro Jump Units,None,2703,1
1843,406,Mobile Scan Inhibitors,None,2703,1
1844,404,Mobile Micro Jump Units,None,16,1
1845,404,Mobile Scan Inhibitors,None,16,1
1846,19,Bounty Reimbursement Tags,"These tags can be turned in, at empire navy stations, in return for ISK",21096,1
1847,404,Encounter Surveillance Systems,Deployables that monitor bounty payout activity in the system,16,1
1849,None,Reactions,"Chemical reactions used in starbases to create many useful materials, as well as various booster drugs",2665,0
1850,1849,Simple Reactions,Chemical processes through which raw materials are made into compounds,2665,1
1851,1849,Complex Reactions,Chemical processes through which compounds are combined into complex materials,2665,1
1852,1849,Simple Biochemical Reactions,Biochemical processes through which raw materials are made into compounds,2665,1
1853,1849,Complex Biochemical Reactions,Biochemical processes through which compounds are combined into complex materials,2665,1
1854,1849,Polymer Reactions,Chemical processes through which raw materials are made into hybrid polymers,2665,1
1855,1031,Ice Ore,Materials gathered from ice asteroids.,2554,1
1856,1031,Alloys & Compounds,Various compounds composed of asteroid ores.,2215,1
1857,533,Minerals,Minerals harvested from refined asteroid ore.,404,1
1858,1034,Booster Materials,"Various types of biochemical boosters, most often used by pod pilots.",2664,1
1859,1032,Fullerenes,This rare form of gas can only be harvested in wormhole space.,3222,1
1860,1034,Polymer Materials,Material made from combining fullerenes.,3751,1
1861,533,Salvage Materials,None,3256,0
1862,1861,Ancient Salvaged Materials,"Despite being very old, these materials hold unimaginable technological secrets.",3722,1
1863,1861,Salvaged Materials,Materials salvaged from destroyed starships.,3260,1
1864,1021,Construction Platforms,Outpost Construction Platforms,3303,1
1865,1021,Station Components,Modular items used in the manufacture of Space Stations.,2875,1
1866,1022,Amarr Improvement Platforms,Improvements specifically designed for Amarrian outposts.,20959,1
1867,1022,Caldari Improvement Platforms,Improvements specifically designed for Caldari outposts.,20966,1
1868,1022,Gallente Improvement Platforms,Improvements specifically designed for Gallentean outposts.,20967,1
1869,1022,Minmatar Improvement Platforms,Improvements specifically designed for Minmatar outposts.,20968,1
1870,1035,Fuel Blocks,Assembled blocks of fuel for starbases and other structures.,10835,1
1872,475,Research Equipment,Various items used in research and invention,2225,0
1873,1872,Decryptors,None,2885,1
1880,1872,Datacores,Research Data,3233,1
1883,1035,Advanced Capital Components,Components used in the manufacture of Tech II capital ships.,2193,0
1884,1883,Amarr,None,20959,1
1885,1883,Caldari,None,20966,1
1886,1883,Gallente,None,20967,1
1887,1883,Minmatar,None,20968,1
1888,65,Gallente,None,20967,1
1889,65,Minmatar,None,20968,1
1897,533,Faction Materials,None,2890,0
1898,1897,Angel Cartel,Materials used in the construction of specific factional equipment.,2887,1
1899,1897,Blood Raiders,Materials used in the construction of specific factional equipment.,2890,1
1900,1897,Guristas,Materials used in the construction of specific factional equipment.,2888,1
1901,1897,Serpentis,Materials used in the construction of specific factional equipment.,2890,1
1902,1897,Sleeper,Artifacts of the Sleeper civilization.,2889,1
1903,1897,Talocan,Artifacts of the Talocan civilization.,2886,1
1904,1897,Yan Jung,Artifacts of the Yan Jung civilization.,2890,1
1905,1897,Takmahl,Artifacts of the Takmahl civilization.,2886,1
1906,1897,Rogue Drones,"Salvaged bits and pieces from destroyed Rogue Drones, can be integrated with current drone technology for improved performance.",3335,1
1907,1872,R.Db,Databases used in Tech II research jobs.,2225,1
1908,1035,R.A.M.,Construction tools used in Tech II manufacturing.,2226,1
1909,1872,Ancient Relics,None,3736,1
1912,798,Construction Platforms,None,2703,1
1913,798,Station Components,None,2703,1
1918,800,R.A.M.,None,2703,1
1919,1522,R.Db,None,2703,1
1920,800,Fuel Blocks,None,2703,1
1921,1285,Compression Array,Anchorable compression structures.,2222,1
1922,None,Pilot's Services,"Services available to capsuleers include Pilot's License Extensions (PLEX), Multiple Pilot Training and Pilot's Body Resculpt Certificates",21481,0
1923,1922,Pilot's License Extensions (PLEX),Special ISK-priced capsuleering licenses offered as an alternative to regular piloting contracts,21481,1
1924,1364,Expedition Frigates,None,1443,1
1931,132,Warp Accelerators,None,98,1
1932,1612,Special Edition Interceptors,None,1443,1
1935,657,Warp Disruptors,None,111,1
1936,657,Warp Scramblers,None,111,1
1937,657,Interdiction Sphere Launchers,None,111,1
1938,1566,Warp Disruptors,None,2703,1
1939,1566,Warp Scramblers,None,2703,1
1940,1566,Interdiction Sphere Launchers,None,2703,1
1941,132,Jump Economizers,None,98,1
1942,1922,Pilot's Services,Services available for various customization for capsuleers,21335,1
1943,1407,Headwear,None,21204,1
1944,1402,"Bottoms, extras",None,21275,1
1945,1841,Compression Array,Blueprint of the Compression Array.,2703,1
1949,787,ORE,Designs for ORE freighters.,None,1
1950,766,ORE,Freighters designed by ORE.,1443,1
1951,1373,Tactical Destroyers,None,1443,0
1952,1951,Amarr,None,20959,1
1953,1951,Minmatar,None,20968,1
1954,None,Ship SKINs,Super Kerr-Induced Nanocoatings that modify the visual look of a ship,21420,0
1955,1954,Battlecruisers,None,21420,0
1956,2101,Amarr,None,20959,1
1957,2101,Caldari,None,20966,1
1958,2101,Gallente,None,20967,1
1959,2101,Minmatar,None,20968,1
1960,1954,Battleships,None,21420,0
1961,1960,Faction Battleships,None,21420,0
1962,1960,Standard Battleships,None,21420,0
1963,1961,Pirate Faction,None,21420,1
1964,1962,Amarr,None,20959,1
1965,1962,Caldari,None,20966,1
1966,1962,Gallente,None,20967,1
1967,1962,Minmatar,None,20968,1
1968,1954,Capital Ships,None,21420,0
1969,2114,ORE,None,21420,1
1970,1968,Carriers,None,21420,0
1971,1968,Dreadnoughts,None,21420,0
1972,1968,Freighters,None,21420,0
1973,1968,Titans,None,21420,0
1974,1970,Amarr,None,20959,1
1975,1970,Caldari,None,20966,1
1976,1970,Gallente,None,20967,1
1977,1970,Minmatar,None,20968,1
1978,1973,Amarr,None,20959,1
1979,1973,Gallente,None,20967,1
1980,1971,Amarr,None,20959,1
1981,1971,Caldari,None,20966,1
1982,1971,Gallente,None,20967,1
1983,1971,Minmatar,None,20968,1
1984,1972,Amarr,None,20959,1
1985,1972,Caldari,None,20966,1
1986,1972,Gallente,None,20967,1
1987,1972,Minmatar,None,20968,1
1988,1954,Cruisers,None,21420,0
1989,1954,Destroyers,None,21420,0
1990,2028,Amarr,None,20959,1
1991,2028,Caldari,None,20966,1
1992,2028,Gallente,None,20967,1
1993,2028,Minmatar,None,20968,1
1994,2035,Amarr,None,20959,1
1995,2035,Caldari,None,20966,1
1996,2035,Gallente,None,20967,1
1997,2035,Minmatar,None,20968,1
1998,1954,Frigates,None,21420,0
1999,1998,Faction Frigates,None,21420,0
2000,1999,Navy Faction,None,21420,1
2001,1998,Standard Frigates,None,21420,0
2002,2001,Amarr,None,20959,1
2003,2001,Caldari,None,20966,1
2004,2001,Gallente,None,20967,1
2005,2001,Minmatar,None,20968,1
2006,1954,Industrial Ships,None,21420,0
2007,2085,Amarr,None,20959,1
2008,2085,Caldari,None,20966,1
2009,2085,Gallente,None,20967,1
2010,2085,Minmatar,None,20968,1
2011,1954,Mining Barges,None,21420,0
2012,2011,Exhumers,None,21420,1
2013,19,Unknown Components,Mysterious pieces of technology of unknown origin.,2889,1
2014,2015,Industrial Upgrades,Blueprints of Industrial Upgrades.,2703,1
2015,1338,Sovereignty and Infrastructure,None,2703,0
2016,2015,Military Upgrades,Blueprints of Military Upgrades,2703,1
2017,2015,Strategic Upgrades,Blueprints of Strategic Upgrades,2703,1
2018,1708,Entosis Links,None,107,1
2020,1710,Entosis Links,Entosis Link Blueprints,2703,1
2021,1951,Caldari,None,20966,1
2022,1960,Advanced Battleships,None,21420,0
2023,2022,Marauders,None,21420,0
2024,2023,Amarr,None,20959,1
2025,2023,Caldari,None,20966,1
2026,2023,Gallente,None,20967,1
2027,2023,Minmatar,None,20968,1
2028,1988,Standard Cruisers,None,21420,0
2029,1988,Faction Cruisers,None,21420,0
2030,2029,Pirate Faction,None,21420,1
2031,1999,Pirate Faction,None,21420,1
2032,143,Missile Guidance Computers,None,21437,1
2033,143,Missile Guidance Enhancers,None,21439,1
2034,1951,Gallente,None,20967,1
2035,1989,Standard Destroyers,None,21420,0
2036,1989,Advanced Destroyers,None,21420,0
2037,2036,Interdictors,None,21420,0
2038,2037,Amarr,None,20959,1
2039,2037,Caldari,None,20966,1
2040,2037,Gallente,None,20967,1
2041,2037,Minmatar,None,20968,1
2042,1998,Advanced Frigates,None,21420,0
2043,2042,Assault Frigates,None,21420,0
2044,2042,Covert Ops,None,21420,0
2045,2042,Electronic Attack Frigates,None,21420,0
2046,2042,Interceptors,None,21420,0
2047,2043,Amarr,None,20959,1
2048,2043,Caldari,None,20966,1
2049,2043,Gallente,None,20967,1
2050,2043,Minmatar,None,20968,1
2051,2044,Amarr,None,20959,1
2052,2044,Caldari,None,20966,1
2053,2044,Gallente,None,20967,1
2054,2044,Minmatar,None,20968,1
2055,2045,Amarr,None,20959,1
2056,2045,Caldari,None,20966,1
2057,2045,Gallente,None,20967,1
2058,2045,Minmatar,None,20968,1
2059,2046,Amarr,None,20959,1
2060,2046,Caldari,None,20966,1
2061,2046,Gallente,None,20967,1
2062,2046,Minmatar,None,20968,1
2063,2029,Navy Faction,None,21420,1
2064,1988,Advanced Cruisers,None,21420,0
2065,2064,Heavy Assault Cruisers,None,21420,0
2066,2064,Heavy Interdiction Cruisers,None,21420,0
2067,2064,Logistics,None,21420,0
2068,2064,Recon Ships,None,21420,0
2069,2065,Amarr,None,20959,1
2070,2065,Caldari,None,20966,1
2071,2065,Gallente,None,20967,1
2072,2065,Minmatar,None,20968,1
2073,2066,Amarr,None,20959,1
2074,2066,Caldari,None,20966,1
2075,2066,Gallente,None,20967,1
2076,2066,Minmatar,None,20968,1
2077,2067,Amarr,None,20959,1
2078,2067,Caldari,None,20966,1
2079,2067,Gallente,None,20967,1
2080,2067,Minmatar,None,20968,1
2081,2068,Amarr,None,20959,1
2082,2068,Caldari,None,20966,1
2083,2068,Gallente,None,20967,1
2084,2068,Minmatar,None,20968,1
2085,2006,Standard Industrial Ships,None,21420,0
2086,2006,Advanced Industrial Ships,None,21420,0
2087,2086,Transport Ships,None,21420,0
2088,2087,Amarr,None,20959,1
2089,2087,Caldari,None,20966,1
2090,2087,Gallente,None,20967,1
2091,2087,Minmatar,None,20968,1
2092,1973,Caldari,None,20966,1
2093,1973,Minmatar,None,20968,1
2094,1968,Jump Freighters,None,21420,0
2095,2094,Amarr,None,20959,1
2096,2094,Caldari,None,20966,1
2097,2094,Gallente,None,20967,1
2098,2094,Minmatar,None,20968,1
2099,1955,Advanced Battlecruisers,None,21420,0
2100,1955,Faction Battlecruisers,None,21420,0
2101,1955,Standard Battlecruisers,None,21420,0
2102,2099,Command Ships,None,21420,0
2103,2100,Navy Faction,None,21420,1
2104,2102,Amarr,None,20959,1
2105,2102,Caldari,None,20966,1
2106,2102,Gallente,None,20967,1
2107,2102,Minmatar,None,20968,1
2108,1961,Navy Faction,None,21420,1
2109,2022,Black Ops,None,21420,0
2110,2109,Amarr,None,20959,1
2111,2109,Caldari,None,20966,1
2112,2109,Gallente,None,20967,1
2113,2109,Minmatar,None,20968,1
2114,1968,Capital Industrial Ships,None,21420,0
2115,1612,Special Edition Heavy Interdiction Cruisers,Heavy Interdiction Cruisers which have been offered to capsuleers on occasion for limited periods.,1443,1
2119,1954,Multiple Hull SKINs,None,21420,0
2120,2119,Special Edition SKINs,None,21420,1
2125,1373,Command Destroyers,None,1443,0
2126,2125,Amarr,None,20959,1
2131,2125,Caldari,None,20966,1
2132,2125,Gallente,None,20967,1
2133,2125,Minmatar,None,20968,1
2134,252,Micro Jump Field Generators,None,2703,1
2135,52,Micro Jump Field Generators,None,20971,1
2136,2042,Logistics Frigates,None,21420,0
2137,2136,Amarr,None,20959,1
2138,2136,Caldari,None,20966,1
2139,2136,Gallente,None,20967,1
2140,2136,Minmatar,None,20968,1
2141,2036,Command Destroyers,None,21420,0
2142,2141,Amarr,None,20959,1
2143,2141,Caldari,None,20966,1
2144,2141,Gallente,None,20967,1
2145,2141,Minmatar,None,20968,1
2146,1364,Logistics Frigates,Frigates specialized in repairing their allies,1443,0
2147,2146,Amarr,Amarr Logistics Frigates,20959,1
2148,2146,Caldari,Caldari Logistics Frigates,20966,1
2149,2146,Gallente,Gallente Logistics Frigates,20967,1
2150,2146,Minmatar,Minmatar Logistics Frigates,20968,1
2151,1713,Ice Mining Lasers,Ice mining laser designs.,1061,1
2152,150,Structure Management,Skills pertaining to the efficient use of player owned structures.,33,1
2153,1566,Stasis Grapplers,Stasis Grappler Blueprints,2703,1
2154,657,Stasis Grapplers,Stasis Grapplers,1284,1
2155,533,Named Components,None,2890,1
2156,1338,Citadels,Blueprints of Citadel structures.,2703,1
2157,2,Structure Modifications,Blueprints of structure modifications.,2703,0
2158,2,Structure Equipment,Blueprints of Structure Modules.,2703,0
2159,2157,Structure Combat Rigs,Blueprints for Structure Combat rigs.,2703,1
2160,2157,Structure Reprocessing Rigs,Blueprints for structure reprocessing rigs.,2703,1
2161,2158,Electronic Warfare,None,2703,0
2162,2158,Electronics and Sensor Upgrades,None,2703,0
2163,2158,Engineering Equipment,None,2703,0
2164,2158,Structure Weapons,None,2703,0
2165,2158,Fighter Upgrades,None,2703,1
2166,2158,Service Modules,None,2703,0
2167,2161,Electronic Counter Measures,None,2703,1
2168,2161,Remote Sensor Dampeners,None,2703,1
2169,2161,Stasis Webifiers,None,2703,1
2170,2161,Target Painters,None,2703,1
2171,2161,Tracking Disruptors,None,2703,1
2172,2161,Warp Scramblers,None,2703,1
2173,2162,CPU Upgrades,None,2703,1
2174,2162,Signal Amplifiers,None,2703,1
2175,2163,Capacitor Boosters,None,2703,1
2176,2163,Energy Neutralizers,None,2703,1
2177,2163,Reactor Control Units,None,2703,1
2178,2164,Missile Launchers,None,2703,0
2179,2164,Weapon Upgrades,None,2703,0
2180,2164,Doomsday Devices,None,2703,1
2181,2166,Citadel Service Modules,None,2703,1
2182,2166,Reprocessing Service Modules,None,2703,1
2183,2178,Structure Anticapital Launcher,None,2703,1
2184,2178,Structure Antisubcapital Launcher,None,2703,1
2185,2164,Guided Bomb Launchers,None,2703,1
2186,2163,Point Defense Batteries,None,2703,1
2187,2162,Ship Tractor Beams,None,2703,1
2188,2163,Repulsor Fields,None,2703,1
2189,2179,Ballistic Control Systems,None,2703,1
2190,2179,Missile Guidance Enhancers,None,2703,1
2191,314,Structure Anticapital Missiles,None,2703,1
2192,314,Structure Antisubcapital Missiles,None,2703,1
2193,211,Structure Guided Bombs,None,2703,1
2196,114,Structure Antisubcapital Missiles,None,21568,1
2197,114,Structure Anticapital Missiles,None,21567,1
2198,11,Structure Guided Bombs,None,21569,1
2199,477,Citadels,None,2222,0
2200,2199,Faction Citadels,None,2222,1
2201,2199,Standard Citadels,None,2222,1
2202,None,Structure Equipment,Modules that provide functionality to Structures.,21561,0
2203,None,Structure Modifications,Rigs that improve functionality in Structures,2887,0
2204,2203,Structure Reprocessing Rigs,Structure Reprocessing Rigs,21602,0
2205,2203,Structure Combat Rigs,Structure Combat Rigs,21599,0
2206,2202,Electronic Warfare,None,111,0
2207,2202,Electronics and Sensor Upgrades,None,104,0
2208,2202,Engineering Equipment,None,70,0
2209,2202,Structure Weapons,None,365,0
2210,2202,Service Modules,None,21596,0
2211,2206,Electronic Counter Measures,None,109,1
2212,2206,Remote Sensor Dampeners,None,105,1
2213,2206,Stasis Webifiers,None,1284,1
2214,2206,Target Painters,None,2983,1
2215,2206,Tracking Disruptors,None,1639,1
2216,2206,Warp Scramblers,None,111,1
2217,2207,Ship Tractor Beams,None,21563,1
2218,2207,CPU Upgrades,None,1405,1
2219,2207,Signal Amplifiers,None,104,1
2220,2208,Repulsor Fields,None,21560,1
2221,2208,Point Defense Batteries,None,21561,1
2222,2208,Reactor Control Units,None,70,1
2223,2208,Energy Neutralizers,None,1283,1
2224,2208,Capacitor Boosters,None,1031,1
2225,2202,Fighter Upgrades,None,2989,1
2226,2209,Missile Launchers,None,168,0
2227,2209,Weapon Upgrades,None,21440,0
2228,2209,Doomsday Devices,None,2934,1
2229,2209,Guided Bomb Launchers,None,21564,1
2230,2226,Structure Anticapital Launcher,None,21565,1
2231,2226,Structure Antisubcapital Launcher,None,21566,1
2232,2210,Citadel Service Modules,None,21596,1
2233,2210,Reprocessing Service Modules,None,21597,1
2234,2227,Ballistic Control Systems,None,21440,1
2235,2227,Missile Guidance Enhancers,None,21439,1
2236,157,Fighters,Fighters are small combat craft launched in squadrons from Capital Ships and Structures.,1084,0
2237,357,Fighters,None,2703,0
2238,2237,Support Fighters,Blueprints of support fighter designs.,2703,1
2239,2236,Support Fighters,"Piloted combat vessels, deployable from Carriers and Supercarriers.",1084,1
2240,133,25000mm Armor Plate,25000mm Armor Plate,79,1
2241,551,Capital,Capital-class shield extension systems.,1044,1
2242,664,Capital,Capital-sized capacitor batteries.,89,1
2243,668,Capital,Capital-sized capacitor boosters.,1031,1
2244,538,Capital,"Hull repair system designs, intended for Capital vessels.",80,1
2245,535,Scriptable Armor Hardeners,Armor Hardeners that can be reconfigured on the fly using scripts.,10933,1
2246,553,Scriptable Shield Hardeners,Shield Hardeners that can be reconfigured on the fly using scripts.,81,1
2247,140,Rapid Torpedo Launchers,None,170,1
2248,1566,Burst Projectors,None,2703,1
2249,657,Burst Projectors,None,21604,1
2250,661,Capital,Capital-sized energy neutralizers.,1283,1
2251,662,Capital,Capital-sized energy nosferatu.,1029,1
2252,846,Extra Large,Fired by dreadnaught-sized guns and stationary defense systems.,1287,1
2253,847,Extra Large,Fired by dreadnaught-sized guns and stationary defense systems.,1291,1
2254,849,Extra Large,Fired by dreadnought-sized guns and stationary defense systems.,1310,1
2255,850,Extra Large,Fired by dreadnought-sized guns and stationary defense systems.,1311,1
2256,853,Extra Large,For use with dreadnought-sized lasers and stationary defense systems.,1140,1
2257,852,Extra Large,For use with dreadnought-sized lasers and stationary defense systems.,1145,1
2258,505,Advanced Anti-Ship XL Torpedoes,Advanced Anti-Ship Torpedoes,1346,1
2259,505,Advanced Long Range XL Torpedoes,Advanced Long Range Torpedoes,1346,1
2260,1316,Advanced High Precision XL Cruise Missiles,Advanced High Precision XL Cruise Missiles,183,1
2261,1316,Advanced High Damage XL Cruise Missiles,Advanced High Damage XL Cruise Missiles,183,1
2262,204,Force Auxiliaries,Blueprints of force auxiliary-class vessels.,2703,0
2263,2262,Amarr,Blueprints of Amarr force auxiliary designs.,2703,1
2264,2262,Caldari,Blueprints of Caldari force auxiliary designs.,2703,1
2265,2262,Gallente,Blueprints of Gallente force auxiliary designs.,2703,1
2266,2262,Minmatar,Blueprints of Minmatar force auxiliary designs.,2703,1
2267,912,Amarr,None,2934,1
2268,912,Caldari,None,2934,1
2269,912,Gallente,None,2934,1
2270,912,Minmatar,None,2934,1
2271,1381,Force Auxiliaries,"Capital warships, able to support fleets with their logistics power.",1443,0
2272,2271,Amarr,Amarr force auxiliary designs.,20959,1
2273,2271,Caldari,Caldari force auxiliary designs.,20966,1
2274,2271,Gallente,Gallente force auxiliary designs.,20967,1
2275,2271,Minmatar,Minmatar force auxiliary designs.,20968,1
2276,912,Non-Racial,None,2934,1
2277,1968,Force Auxiliaries,None,21420,0
2278,2277,Amarr,None,20959,1
2279,2277,Caldari,None,20966,1
2280,2277,Gallente,None,20967,1
2281,2277,Minmatar,None,20968,1
2283,1954,Capsules,None,21420,0
2285,2283,Capsules,None,21420,1
2286,2283,Special Edition Capsules,None,21420,1
2287,812,Faction Titans,Faction Titan designs.,1443,1
2288,761,Faction Dreadnoughts,Faction Dreadnought designs.,1443,1
2290,211,Command Burst Charges,Command Burst Charges,2703,0
2291,2290,Armor Command Burst Charges,Armor Command Burst Charges,2703,1
2292,2290,Information Command Burst Charges,Information Command Burst Charges,2703,1
2293,2290,Mining Foreman Burst Charges,Mining Foreman Burst Charges,2703,1
2294,2290,Shield Command Burst Charges,Shield Command Burst Charges,2703,1
2295,2290,Skirmish Command Burst Charges,Skirmish Command Burst Charges,2703,1
2297,11,Command Burst Charges,Command Burst Charges,20970,0
2298,2297,Armor Command Burst Charges,Armor Command Burst Charges,20970,1
2299,2297,Information Command Burst Charges,Information Command Burst Charges,20970,1
2300,2297,Mining Foreman Burst Charges,Mining Foreman Burst Charges,20970,1
2301,2297,Shield Command Burst Charges,Shield Command Burst Charges,20970,1
2302,2297,Skirmish Command Burst Charges,Skirmish Command Burst Charges,20970,1
2306,1954,Corvettes,None,21420,0
2307,2306,Standard Corvettes,None,21420,1
2308,2307,Amarr,None,2703,1
2309,2036,Tactical Destroyers,None,21420,0
2310,2309,Amarr,None,20959,1
2311,1955,Special Battlecruisers,None,21420,0
2312,2311,Special Battlecruisers,None,21420,1
2313,1989,Special Destroyers,None,21420,0
2314,2313,Special Destroyers,None,21420,1
2315,1954,Shuttles,None,21420,0
2316,2315,Special Shuttles,None,21420,1
2317,19,Strong Boxes,None,2039,1
2318,1972,ORE,None,1443,1
2319,2011,Mining Barges,None,1443,1
2320,2042,Expedition Frigates,None,1443,1
2321,2001,ORE,None,1443,1
2322,1338,Engineering Complexes,Blueprints of Engineering Complex structures.,2703,1
2323,2166,Engineering Service Modules,None,2703,1
2324,477,Engineering Complexes,None,2222,1
2325,912,ORE,None,2934,1
2328,2085,ORE,None,1443,1
2330,2006,Special Edition Industrial Ships,None,21420,0
2331,2330,ORE,None,None,1
2332,2210,Engineering Service Modules,None,3007,1
2333,204,Industrial Command Ships,Blueprints of industrial command ships,2703,0
2334,2333,ORE,Blueprints of ORE industrial command ship designs.,2703,1
2335,1382,Industrial Command Ships,None,1443,0
2336,2335,ORE,None,1443,1
2337,2006,Industrial Command Ships,None,21420,0
2338,2337,ORE,None,1443,1
2339,2157,Structure Engineering Rigs,Blueprints for Structure Combat rigs.,2703,1
2340,2203,Structure Engineering Rigs,Structure Engineering Rigs,21729,0
2341,2204,Medium Structure Reprocessing Rigs,Medium Structure Reprocessing Rigs,21602,1
2342,2204,Large Structure Reprocessing Rigs,Large Structure Reprocessing Rigs,21602,1
2343,2204,X-Large Structure Reprocessing Rigs,X-Large Structure Reprocessing Rigs,21602,1
2344,2205,Medium Structure Combat Rigs,Medium Structure Combat Rigs,21599,1
2345,2205,Large Structure Combat Rigs,Large Structure Combat Rigs,21599,1
2346,2205,X-Large Structure Combat Rigs,X-Large Structure Combat Rigs,21599,1
2347,2340,Medium Structure Engineering Rigs,Medium Structure Engineering Rigs,21729,1
2348,2340,Large Structure Engineering Rigs,Large Structure Engineering Rigs,21729,1
2349,2340,X-Large Structure Engineering Rigs,X-Large Structure Engineering Rigs,21729,1
2350,1612,Special Edition Destroyers,Destroyers which have been offered to capsuleers on occasion for limited periods.,1443,1
2351,140,Defender Launchers,For launching defender missiles.,1345,1
2353,2307,Caldari,None,20966,1
2354,2307,Gallente,None,20967,1
2355,2307,Minmatar,None,20968,1
350001,None,Infantry Gear,Specialist equipment for Infantry,10847,0
353557,353567,Grenades,Hand thrown explosive devices.,None,0
353562,350001,Dropsuits and Gear,Infantry dropsuits designed to protect and sustain the wearer in even the harshest environments,None,0
353563,353562,Dropsuit Equipment,Deployable and handheld equipment used by infantry,None,0
353565,353566,Vehicle Turrets,Interchangeable weapons fitted to vehicle hardpoints,None,0
353566,350001,Vehicles and Gear,Ground and aerial vehicles for increased firepower and improved combat effectiveness,None,0
353567,353562,Dropsuit Weapons,Handheld weaponry used by infantry,None,0
353568,364049,Forge Guns,Forge guns.,None,0
353569,364047,Assault Rifles,Assault rifles.,None,0
353570,364047,Sniper Rifles,Sniper rifles.,None,0
353571,364047,Swarm Launchers,Swarm launchers.,None,0
